_id,RegiUn,Tipo punto monitoreo,Sector,Semana,Fecha,Tipo producto,Producto,MInimo,M*ximo,Promedio
500,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,LimÛn Sin Especificar $/kilo 1a amarillo,400,500,470
501,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,LimÛn Sin Especificar $/kilo 2a amarillo,350,400,375
502,7,Feria libre,Talca,39,23/09/2013,Fruta-Hortaliza,Mandarina Clementina $/kilo Primera,600,600,600
503,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,Mandarina Clementina $/kilo Primera,600,900,775
504,7,Feria libre,Talca,39,23/09/2013,Fruta-Hortaliza,Manzana Fuji $/kilo Primera,400,450,425
505,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,Manzana Fuji $/kilo Primera,500,500,500
506,7,Feria libre,Talca,39,23/09/2013,Fruta-Hortaliza,Manzana Granny Smith $/kilo Primera,350,400,375
507,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,Manzana Granny Smith $/kilo Primera,500,500,500
508,7,Feria libre,Talca,39,23/09/2013,Fruta-Hortaliza,Manzana Royal Gala $/kilo Primera,350,350,350
509,7,Feria libre,Talca,39,23/09/2013,Fruta-Hortaliza,Naranja Navel Late $/kilo Primera,350,400,375
510,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,Naranja Navel Late $/kilo Primera,400,500,"466,67"
511,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,Palta Hass $/kilo Segunda,1100,1200,1150
512,7,Feria libre,Talca,39,23/09/2013,Fruta-Hortaliza,Palta Negra de La Cruz $/kilo Primera,1300,1400,1350
513,7,Feria libre,Talca,39,23/09/2013,Fruta-Hortaliza,Palta Negra de La Cruz $/kilo Segunda,1000,1100,1050
514,7,Feria libre,Talca,39,23/09/2013,Fruta-Hortaliza,Papa Asterix $/kilo Primera,500,500,500
515,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,Papa Asterix $/kilo Primera,500,500,500
516,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,Papa Desire $/kilo Primera,500,500,500
517,7,Feria libre,Talca,39,23/09/2013,Fruta-Hortaliza,Pepino ensalada Sin Especificar $/unidad Primera,300,300,300
518,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,Pepino ensalada Sin Especificar $/unidad Primera,300,350,325
519,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,Pera Packam's Triumph $/kilo Primera,500,600,550
520,7,Feria libre,Talca,39,23/09/2013,Fruta-Hortaliza,Pera Packam's Triumph $/kilo Primera,600,600,600
521,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,Pera Packam's Triumph $/kilo Segunda,400,400,400
522,7,Feria libre,Talca,39,23/09/2013,Fruta-Hortaliza,Pera Packam's Triumph $/kilo Segunda,450,500,475
523,7,Feria libre,Talca,39,23/09/2013,Fruta-Hortaliza,Pimiento Cuatro cascos verde $/unidad Primera,50,500,275
524,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,Pimiento Cuatro cascos verde $/unidad Primera,500,550,525
525,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,Pimiento Cuatro cascos verde $/unidad Segunda,300,400,350
526,7,Feria libre,Talca,39,23/09/2013,Fruta-Hortaliza,Pl·tano Sin Especificar $/kilo Primera,400,450,425
527,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,Pl·tano Sin Especificar $/kilo Primera,400,500,"437,5"
528,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,Pl·tano Sin Especificar $/kilo Segunda,300,350,325
529,7,Feria libre,Talca,39,23/09/2013,Fruta-Hortaliza,Pl·tano Sin Especificar $/kilo Segunda,350,350,350
530,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,Poroto verde Magnum $/kilo Primera,2500,2800,2675
531,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,Repollo Crespo record $/unidad Primera,700,1000,875
532,7,Feria libre,Talca,39,23/09/2013,Fruta-Hortaliza,Repollo Crespo record $/unidad Primera,800,1000,900
533,7,Feria libre,Talca,39,23/09/2013,Fruta-Hortaliza,Repollo Crespo record $/unidad Segunda,350,400,375
534,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,Repollo Crespo record $/unidad Segunda,500,600,550
535,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,Tomate Larga Vida $/kilo Primera,600,900,750
536,7,Feria libre,Talca,39,23/09/2013,Fruta-Hortaliza,Tomate Larga Vida $/kilo Primera,800,900,850
537,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,Tomate Larga Vida $/kilo Segunda,400,500,"466,67"
538,7,Feria libre,Talca,39,23/09/2013,Fruta-Hortaliza,Tomate Larga Vida $/kilo Segunda,600,700,650
539,7,Feria libre,Talca,39,23/09/2013,Fruta-Hortaliza,Zanahoria Sin Especificar $/unidad Primera,70,75,"72,5"
540,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,Zanahoria Sin Especificar $/unidad Primera,70,80,"73,67"
541,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,Zanahoria Sin Especificar $/unidad Segunda,57,57,57
542,7,Feria libre,Talca,39,23/09/2013,Fruta-Hortaliza,Zapallo Camote $/kilo 1a (cosecha),400,500,450
543,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,Zapallo Camote $/kilo 1a (cosecha),450,500,"466,67"
544,7,Feria libre,Talca,39,23/09/2013,Fruta-Hortaliza,Zapallo Camote $/kilo 2a (cosecha),300,300,300
545,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,Zapallo Camote $/kilo 2a (cosecha),350,350,350
546,7,Feria libre,Talca,39,23/09/2013,Fruta-Hortaliza,Zapallo italiano Sin Especificar $/unidad Primera,250,300,275
547,7,Feria libre,CuricÛ,39,23/09/2013,Fruta-Hortaliza,Zapallo italiano Sin Especificar $/unidad Primera,300,350,"326,67"
548,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Ajo Chino $/unidad 1a (guarda),310,409,"352,25"
549,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Ajo Chino $/unidad 2a (guarda),296,296,296
550,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Apio Americano $/unidad Primera,819,1879,1349
551,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,BrÛcoli Sin Especificar $/unidad Primera,490,490,490
552,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,BrÛcoli Sin Especificar $/unidad Segunda,589,589,589
553,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Cebolla Sin Especificar $/unidad 2a (guarda),110,139,124
554,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Choclo Americano $/unidad Primera,619,619,619
555,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Coliflor Sin Especificar $/unidad Primera,690,690,690
556,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Coliflor Sin Especificar $/unidad Segunda,699,699,699
557,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Espinaca Sin Especificar $/kilo Primera,1458,1498,1478
558,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Kiwi Hayward $/kilo Primera,629,839,769
559,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Kiwi Hayward $/kilo Segunda,630,630,630
560,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Lechuga Conconina $/unidad Primera,579,739,659
561,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Lechuga Escarola $/unidad Primera,579,739,659
562,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Lechuga Escarola $/unidad Segunda,499,525,512
563,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,LimÛn Sin Especificar $/kilo 1a amarillo,719,839,"785,67"
564,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,LimÛn Sin Especificar $/kilo 1a plateado,790,790,790
565,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Mandarina clemenuless $/kilo Primera,1290,1290,1290
566,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Mandarina clemenuless $/kilo Segunda,890,890,890
567,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Manzana Granny Smith $/kilo Primera,690,1190,"906,33"
568,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Manzana Granny Smith $/kilo Segunda,545,545,545
569,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Manzana Royal Fuji $/kilo Primera,645,645,645
570,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Naranja Fukumoto $/kilo Primera,690,899,"812,67"
571,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Palta Hass $/kilo Primera,2429,3149,2789
572,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Palta Hass $/kilo Segunda,2290,2519,"2404,5"
573,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Palta Negra de La Cruz $/kilo Primera,1899,2190,"2059,67"
574,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Papa Asterix $/kilo Primera,499,499,499
575,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Papa Asterix $/kilo Segunda,729,729,729
576,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Pepino ensalada Sin Especificar $/unidad Primera,390,390,390
577,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Pera Packam's Triumph $/kilo Primera,790,949,"879,33"
578,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Pera Packam's Triumph $/kilo Segunda,595,595,595
579,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Pimiento Cuatro cascos verde $/unidad Primera,390,529,"459,5"
580,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Pimiento Cuatro cascos verde $/unidad Segunda,359,359,359
581,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Pl·tano Sin Especificar $/kilo Primera,590,690,"626,33"
582,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Pl·tano Sin Especificar $/kilo Segunda,599,599,599
583,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Poroto verde Magnum $/kilo Primera,2189,2189,2189
584,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Repollo Crespo record $/unidad Primera,879,890,"884,5"
585,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Tomate Larga Vida $/kilo Primera,990,1039,"1011,75"
586,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Zanahoria Sin Especificar $/unidad Primera,78,78,78
587,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Zapallo Camote $/kilo 1a (cosecha),1059,1059,1059
588,7,Supermercado,Talca,27,01/07/2013,Fruta-Hortaliza,Zapallo italiano Sin Especificar $/unidad Primera,590,590,590
589,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Ajo Chino $/unidad 1a (guarda),180,333,296
590,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Ajo Chino $/unidad 2a (guarda),199,199,199
591,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Apio Americano $/unidad Primera,659,899,"822,14"
592,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,BrÛcoli Sin Especificar $/unidad Primera,410,599,533
593,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,BrÛcoli Sin Especificar $/unidad Segunda,589,589,589
594,7,Supermercado,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Cebolla Sin Especificar $/unidad 1a (guarda),190,190,190
595,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Cebolla Sin Especificar $/unidad 1a (guarda),165,209,"193,8"
596,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Cebolla Sin Especificar $/unidad 2a (guarda),124,124,124
597,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Choclo Americano $/unidad Primera,599,629,614
598,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Coliflor Sin Especificar $/unidad Primera,650,739,"699,4"
599,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Coliflor Sin Especificar $/unidad Segunda,410,410,410
600,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Espinaca Sin Especificar $/kilo Primera,1098,1800,"1361,57"
601,7,Supermercado,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Espinaca Sin Especificar $/kilo Primera,1500,1500,1500
602,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Espinaca Sin Especificar $/kilo Segunda,1180,1318,1249
603,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Kiwi Hayward $/kilo Primera,499,849,632
604,7,Supermercado,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Kiwi Hayward $/kilo Segunda,590,590,590
605,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Kiwi Hayward $/kilo Segunda,380,799,"595,4"
606,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Lechuga Conconina $/unidad Primera,550,1090,"742,25"
607,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Lechuga Conconina $/unidad Segunda,590,739,"644,25"
608,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Lechuga Escarola $/unidad Primera,579,700,"646,75"
609,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Lechuga Escarola $/unidad Segunda,450,619,"548,83"
610,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,LimÛn Sin Especificar $/kilo 1a amarillo,490,849,"630,56"
611,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,LimÛn Sin Especificar $/kilo 2a amarillo,500,529,"514,5"
612,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Mandarina clemenuless $/kilo Primera,899,1390,"1136,71"
613,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Manzana Fuji $/kilo Primera,690,1190,"936,71"
614,7,Supermercado,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Manzana Fuji $/kilo Primera,990,990,990
615,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Manzana Fuji $/kilo Segunda,719,719,719
616,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Manzana Granny Smith $/kilo Primera,599,799,"665,67"
617,7,Supermercado,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Manzana Granny Smith $/kilo Segunda,890,890,890
618,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Manzana Granny Smith $/kilo Segunda,890,1190,1040
619,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Manzana Royal Gala $/kilo Primera,699,1190,"873,71"
620,7,Supermercado,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Manzana Royal Gala $/kilo Primera,890,890,890
621,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Naranja Fukumoto $/kilo Primera,699,890,"794,5"
622,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Naranja Fukumoto $/kilo Segunda,590,590,590
623,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Naranja Thompson $/kilo Primera,590,899,"769,33"
624,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Palta Hass $/kilo Segunda,2290,3149,"2684,25"
625,7,Supermercado,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Palta Hass $/kilo Segunda,2690,2690,2690
626,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Palta Negra de La Cruz $/kilo Primera,1699,2090,"1894,5"
627,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Palta Negra de La Cruz $/kilo Segunda,1699,2190,1993
628,7,Supermercado,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Palta Negra de La Cruz $/kilo Segunda,2090,2090,2090
629,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Papa Asterix $/kilo Primera,699,769,"726,43"
630,7,Supermercado,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Papa Asterix $/kilo Primera,750,750,750
631,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Pepino ensalada Sin Especificar $/unidad Primera,390,499,"472,5"
632,7,Supermercado,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Pepino ensalada Sin Especificar $/unidad Primera,550,550,550
633,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Pepino ensalada Sin Especificar $/unidad Segunda,490,490,490
634,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Pera Packam's Triumph $/kilo Primera,750,990,"893,25"
635,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Pera Packam's Triumph $/kilo Segunda,750,750,750
636,7,Supermercado,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Pera Packam's Triumph $/kilo Segunda,990,990,990
637,7,Supermercado,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Pimiento Cuatro cascos verde $/unidad Primera,550,550,550
638,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Pimiento Cuatro cascos verde $/unidad Primera,430,599,"562,67"
639,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Pimiento Cuatro cascos verde $/unidad Segunda,430,639,"522,67"
640,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Pl·tano Sin Especificar $/kilo Primera,490,749,"619,63"
641,7,Supermercado,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Pl·tano Sin Especificar $/kilo Primera,690,690,690
642,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Pl·tano Sin Especificar $/kilo Segunda,490,490,490
643,7,Supermercado,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Pl·tano Sin Especificar $/kilo Segunda,490,490,490
644,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Poroto verde Magnum $/kilo Primera,2189,2990,"2589,67"
645,7,Supermercado,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Poroto verde Magnum $/kilo Primera,3180,3180,3180
646,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Poroto verde Magnum $/kilo Segunda,2399,2399,2399
647,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Repollo Crespo record $/unidad Primera,770,890,"833,86"
648,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Repollo Crespo record $/unidad Segunda,849,859,854
649,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Tomate Larga Vida $/kilo Primera,790,1039,"950,63"
650,7,Supermercado,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Tomate Larga Vida $/kilo Segunda,899,899,899
651,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Zanahoria Sin Especificar $/unidad Primera,76,121,"91,71"
652,7,Supermercado,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Zanahoria Sin Especificar $/unidad Primera,94,94,94
653,7,Supermercado,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Zapallo Camote $/kilo 1a (cosecha),890,890,890
654,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Zapallo Camote $/kilo 1a (cosecha),990,1190,"1071,5"
655,7,Supermercado,Talca,28,08/07/2013,Fruta-Hortaliza,Zapallo italiano Sin Especificar $/unidad Primera,300,590,"530,67"
656,7,Supermercado,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Zapallo italiano Sin Especificar $/unidad Primera,550,550,550
657,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Ajo Chino $/unidad 1a (guarda),180,395,"313,14"
658,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Ajo Chino $/unidad 1a (guarda),332,359,"345,5"
659,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Ajo Chino $/unidad 2a (guarda),199,296,"247,5"
660,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Ajo Chino $/unidad 2a (guarda),316,316,316
661,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Apio Americano $/unidad Primera,599,899,"776,75"
662,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Apio Americano $/unidad Primera,790,849,"819,5"
663,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,BrÛcoli Sin Especificar $/unidad Primera,410,699,"531,67"
664,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,BrÛcoli Sin Especificar $/unidad Primera,599,599,599
665,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Cebolla Sin Especificar $/unidad 1a (guarda),194,223,"203,2"
666,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Cebolla Sin Especificar $/unidad 2a (guarda),133,133,133
667,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Cebolla Sin Especificar $/unidad 2a (guarda),136,136,136
668,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Choclo Americano $/unidad Primera,539,622,"580,5"
669,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Choclo Americano $/unidad Primera,622,629,"625,5"
670,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Choclo Americano $/unidad Segunda,635,635,635
671,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Coliflor Sin Especificar $/unidad Primera,690,759,"722,14"
672,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Coliflor Sin Especificar $/unidad Primera,690,789,"739,5"
673,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Espinaca Sin Especificar $/kilo Primera,1198,1500,1349
674,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Espinaca Sin Especificar $/kilo Primera,1180,1538,"1361,71"
675,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Kiwi Hayward $/kilo Primera,380,799,"652,83"
676,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Kiwi Hayward $/kilo Primera,590,990,790
677,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Kiwi Hayward $/kilo Segunda,619,799,709
678,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Lechuga Conconina $/unidad Primera,699,890,"771,4"
679,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Lechuga Conconina $/unidad Primera,890,890,890
680,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Lechuga Conconina $/unidad Segunda,590,590,590
681,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Lechuga Escarola $/unidad Primera,700,890,"779,57"
682,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Lechuga Escarola $/unidad Primera,890,890,890
683,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Lechuga Escarola $/unidad Segunda,560,839,"662,29"
684,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Lechuga Escarola $/unidad Segunda,745,838,"791,5"
685,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,LimÛn Sin Especificar $/kilo 1a amarillo,490,699,"594,5"
686,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,LimÛn Sin Especificar $/kilo 1a amarillo,490,699,622
687,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,LimÛn Sin Especificar $/kilo 2a amarillo,490,699,"594,5"
688,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Mandarina Clementina $/kilo Primera,990,990,990
689,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Mandarina Clementina $/kilo Primera,699,1290,993
690,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Mandarina Clementina $/kilo Segunda,1290,1290,1290
691,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Mandarina Clementina $/kilo Segunda,1390,1390,1390
692,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Manzana Fuji $/kilo Primera,820,990,"897,8"
693,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Manzana Fuji $/kilo Primera,990,1390,1190
694,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Manzana Granny Smith $/kilo Primera,799,890,"844,5"
695,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Manzana Granny Smith $/kilo Segunda,599,820,"754,25"
696,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Manzana Granny Smith $/kilo Segunda,890,890,890
697,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Manzana Royal Gala $/kilo Primera,699,890,832
698,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Manzana Royal Gala $/kilo Primera,890,1190,1040
699,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Naranja Fukumoto $/kilo Primera,450,899,"674,5"
700,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Naranja Fukumoto $/kilo Segunda,390,390,390
701,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Naranja Fukumoto $/kilo Segunda,759,759,759
702,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Naranja Thompson $/kilo Primera,699,899,"785,67"
703,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Naranja Thompson $/kilo Primera,899,899,899
704,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Naranja Thompson $/kilo Segunda,390,390,390
705,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Palta Hass $/kilo Primera,2998,2998,2998
706,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Palta Hass $/kilo Segunda,259,2998,2195
707,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Palta Hass $/kilo Segunda,2700,2879,"2789,5"
708,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Palta Negra de La Cruz $/kilo Primera,2190,2190,2190
709,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Palta Negra de La Cruz $/kilo Primera,2198,2198,2198
710,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Palta Negra de La Cruz $/kilo Segunda,1790,2198,2069
711,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Palta Negra de La Cruz $/kilo Segunda,2600,2600,2600
712,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Papa Asterix $/kilo Primera,729,729,729
713,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Papa Desire $/kilo Primera,650,790,713
714,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Papa Desire $/kilo Primera,720,759,"739,5"
715,7,Supermercado,Talca,30,22/07/2013,Fruta-Hortaliza,Pepino ensalada Sin Especificar $/unidad Primera,399,550,"504,33"
716,7,Supermercado,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Pepino ensalada Sin Especificar $/unidad Primera,490,519,"504,5"
