_id,RegiUn,Tipo punto monitoreo,Sector,Semana,Fecha,Tipo producto,Producto,MInimo,M*ximo,Promedio
1,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Ajo Chino $/unidad 1a (guarda),125,150,"137,5"
2,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Ajo Chino $/unidad 1a (guarda),100,160,140
3,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Ajo Chino $/unidad 2a (guarda),100,100,100
4,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Apio Americano $/unidad Primera,800,800,800
5,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Apio Americano $/unidad Primera,800,900,850
6,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,BrÛcoli Sin Especificar $/unidad Primera,500,500,500
7,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,BrÛcoli Sin Especificar $/unidad Primera,500,600,"533,33"
8,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,BrÛcoli Sin Especificar $/unidad Segunda,400,400,400
9,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Cebolla Sin Especificar $/unidad 1a (guarda),200,250,225
10,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Cebolla Sin Especificar $/unidad 1a (guarda),250,250,250
11,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Cebolla Sin Especificar $/unidad 2a (guarda),200,300,250
12,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Choclo Americano $/unidad Primera,400,500,450
13,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Coliflor Sin Especificar $/unidad Primera,500,500,500
14,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Coliflor Sin Especificar $/unidad Primera,500,600,"533,33"
15,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Espinaca Sin Especificar $/kilo Primera,1200,1200,1200
16,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Kiwi Hayward $/kilo Primera,300,350,325
17,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Kiwi Hayward $/kilo Primera,300,600,"437,5"
18,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Lechuga Conconina $/unidad Primera,700,800,750
19,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Lechuga Conconina $/unidad Primera,700,800,750
20,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Lechuga Conconina $/unidad Segunda,500,500,500
21,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Lechuga Escarola $/unidad Primera,1000,1000,1000
22,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,LimÛn Sin Especificar $/kilo 1a amarillo,300,350,325
23,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,LimÛn Sin Especificar $/kilo 1a amarillo,500,500,500
24,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,LimÛn Sin Especificar $/kilo 2a amarillo,250,250,250
25,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Mandarina clemenuless $/kilo Primera,600,700,650
26,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Mandarina clemenuless $/kilo Primera,500,800,"666,67"
27,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Mandarina clemenuless $/kilo Segunda,400,500,450
28,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Manzana Fuji $/kilo Primera,300,350,325
29,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Manzana Granny Smith $/kilo Primera,250,300,275
30,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Manzana Granny Smith $/kilo Primera,500,500,500
31,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Manzana Royal Fuji $/kilo Primera,350,400,375
32,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Naranja Fukumoto $/kilo Primera,330,400,365
33,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Naranja Thompson $/kilo Primera,400,500,450
34,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Naranja Thompson $/kilo Primera,500,500,500
35,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Palta Hass $/kilo Primera,3000,3000,3000
36,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Palta Negra de La Cruz $/kilo Primera,1000,1000,1000
37,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Palta Negra de La Cruz $/kilo Primera,1400,1800,1600
38,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Palta Negra de La Cruz $/kilo Segunda,1000,1200,1100
39,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Papa Asterix $/kilo Primera,350,400,375
40,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Papa Asterix $/kilo Primera,500,500,500
41,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Papa Asterix $/kilo Segunda,330,330,330
42,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Pepino ensalada Sin Especificar $/unidad Primera,300,400,"366,67"
43,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Pepino ensalada Sin Especificar $/unidad Primera,400,400,400
44,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Pera Packam's Triumph $/kilo Primera,500,600,"533,33"
45,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Pera Packam's Triumph $/kilo Primera,500,600,550
46,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Pimiento Cuatro cascos verde $/unidad Primera,400,400,400
47,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Pl·tano Sin Especificar $/kilo Primera,350,350,350
48,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Pl·tano Sin Especificar $/kilo Primera,400,450,425
49,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Poroto verde Magnum $/kilo Primera,2000,2000,2000
50,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Poroto verde Magnum $/kilo Segunda,1500,1500,1500
51,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Repollo Crespo record $/unidad Primera,500,700,600
52,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Repollo Crespo record $/unidad Primera,600,700,650
53,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Tomate Larga Vida $/kilo Primera,800,1000,900
54,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Tomate Larga Vida $/kilo Primera,900,1000,950
55,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Tomate Larga Vida $/kilo Segunda,600,700,650
56,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Zanahoria Sin Especificar $/unidad Primera,50,55,"52,5"
57,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Zanahoria Sin Especificar $/unidad Segunda,40,45,"42,5"
58,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Zapallo Camote $/kilo 1a (cosecha),400,400,400
59,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Zapallo Camote $/kilo 1a (cosecha),400,500,450
60,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Zapallo Camote $/kilo 2a (cosecha),300,350,325
61,7,Feria libre,CuricÛ,28,08/07/2013,Fruta-Hortaliza,Zapallo italiano Sin Especificar $/unidad Primera,400,450,425
62,7,Feria libre,Talca,28,08/07/2013,Fruta-Hortaliza,Zapallo italiano Sin Especificar $/unidad Primera,500,500,500
63,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Ajo Chino $/unidad 2a (guarda),100,100,100
64,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,BrÛcoli Sin Especificar $/unidad Primera,500,600,550
65,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Cebolla Sin Especificar $/unidad 1a (guarda),200,250,225
66,7,Feria libre,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Cebolla Sin Especificar $/unidad 1a (guarda),200,250,225
67,7,Feria libre,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Cebolla Sin Especificar $/unidad 2a (guarda),130,150,140
68,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Cebolla Sin Especificar $/unidad 2a (guarda),150,180,165
69,7,Feria libre,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Choclo Americano $/unidad Primera,500,500,500
70,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Coliflor Sin Especificar $/unidad Primera,500,600,550
71,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Kiwi Hayward $/kilo Primera,300,350,325
72,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Kiwi Hayward $/kilo Segunda,200,250,225
73,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Lechuga Conconina $/unidad Primera,700,800,750
74,7,Feria libre,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Lechuga Conconina $/unidad Segunda,400,500,450
75,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Lechuga Escarola $/unidad Segunda,500,600,550
76,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,LimÛn Sin Especificar $/kilo 1a amarillo,250,300,275
77,7,Feria libre,CuricÛ,30,22/07/2013,Fruta-Hortaliza,LimÛn Sin Especificar $/kilo 1a amarillo,350,500,"416,67"
78,7,Feria libre,CuricÛ,30,22/07/2013,Fruta-Hortaliza,LimÛn Sin Especificar $/kilo 1a plateado,250,300,275
79,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,LimÛn Sin Especificar $/kilo 2a amarillo,100,150,125
80,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Mandarina Clementina $/kilo Primera,500,600,550
81,7,Feria libre,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Mandarina Clementina $/kilo Primera,500,800,"633,33"
82,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Manzana Fuji $/kilo Primera,350,400,375
83,7,Feria libre,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Manzana Fuji $/kilo Primera,500,500,500
84,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Manzana Granny Smith $/kilo Primera,300,350,325
85,7,Feria libre,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Manzana Granny Smith $/kilo Primera,500,500,500
86,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Manzana Royal Fuji $/kilo Primera,300,350,325
87,7,Feria libre,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Naranja Fukumoto $/kilo Primera,400,500,450
88,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Naranja Fukumoto $/kilo Segunda,200,250,225
89,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Naranja Thompson $/kilo Primera,350,400,375
90,7,Feria libre,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Palta Hass $/kilo Segunda,1000,1500,"1233,33"
91,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Palta Negra de La Cruz $/kilo Primera,1200,1400,1300
92,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Palta Negra de La Cruz $/kilo Segunda,900,1000,950
93,7,Feria libre,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Palta Negra de La Cruz $/kilo Segunda,1000,1200,1100
94,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Papa Desire $/kilo Primera,330,350,340
95,7,Feria libre,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Papa Desire $/kilo Primera,400,400,400
96,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Pepino ensalada Sin Especificar $/unidad Primera,350,400,375
97,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Pera Packam's Triumph $/kilo Primera,500,600,550
98,7,Feria libre,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Pera Packam's Triumph $/kilo Primera,500,700,600
99,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Pera Packam's Triumph $/kilo Segunda,400,400,400
100,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Pimiento Cuatro cascos verde $/unidad Primera,400,500,450
101,7,Feria libre,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Pimiento Cuatro cascos verde $/unidad Primera,500,600,550
102,7,Feria libre,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Poroto verde Magnum $/kilo Primera,2000,2000,2000
103,7,Feria libre,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Repollo Crespo record $/unidad Primera,600,700,"633,33"
104,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Repollo Crespo record $/unidad Primera,600,700,650
105,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Repollo Crespo record $/unidad Segunda,400,400,400
106,7,Feria libre,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Repollo Crespo record $/unidad Segunda,500,500,500
107,7,Feria libre,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Tomate Larga Vida $/kilo Primera,800,1000,900
108,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Tomate Larga Vida $/kilo Primera,900,1100,1000
109,7,Feria libre,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Tomate Larga Vida $/kilo Segunda,600,600,600
110,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Zanahoria Sin Especificar $/unidad Primera,45,50,"47,5"
111,7,Feria libre,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Zanahoria Sin Especificar $/unidad Primera,45,60,"52,5"
112,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Zapallo Camote $/kilo 1a (cosecha),350,500,425
113,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Zapallo italiano Sin Especificar $/unidad Primera,300,400,350
114,7,Feria libre,CuricÛ,30,22/07/2013,Fruta-Hortaliza,Zapallo italiano Sin Especificar $/unidad Primera,300,400,350
115,7,Feria libre,Talca,30,22/07/2013,Fruta-Hortaliza,Zapallo italiano Sin Especificar $/unidad Segunda,250,250,250
116,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Ajo Chino $/unidad 1a (guarda),100,150,125
117,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Apio Americano $/unidad Primera,800,900,850
118,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,BrÛcoli Sin Especificar $/unidad Primera,500,600,550
119,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Cebolla Sin Especificar $/unidad 1a (guarda),200,250,225
120,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Coliflor Sin Especificar $/unidad Primera,500,500,500
121,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Kiwi Hayward $/kilo Primera,300,350,325
122,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Kiwi Hayward $/kilo Segunda,200,250,225
123,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Lechuga Conconina $/unidad Primera,500,600,550
124,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Lechuga Escarola $/unidad Primera,800,1000,900
125,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Lechuga Escarola $/unidad Segunda,500,600,550
126,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,LimÛn Sin Especificar $/kilo 1a amarillo,300,350,325
127,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,LimÛn Sin Especificar $/kilo 1a plateado,200,250,225
128,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Mandarina Clementina $/kilo Primera,600,700,650
129,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Mandarina Clementina $/kilo Segunda,400,400,400
130,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Manzana Fuji $/kilo Primera,400,450,425
131,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Naranja Fukumoto $/kilo Primera,350,400,375
132,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Naranja Fukumoto $/kilo Segunda,250,300,275
133,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Palta Negra de La Cruz $/kilo Primera,1500,1700,1600
134,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Palta Negra de La Cruz $/kilo Segunda,800,1000,900
135,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Papa Desire $/kilo Primera,450,500,475
136,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Papa Desire $/kilo Segunda,350,350,350
137,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Pepino ensalada Sin Especificar $/unidad Primera,350,400,375
138,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Pera Packam's Triumph $/kilo Primera,500,600,550
139,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Pera Packam's Triumph $/kilo Segunda,450,450,450
140,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Pimiento Cuatro cascos verde $/unidad Segunda,400,500,450
141,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Poroto verde Magnum $/kilo Primera,2000,2400,2200
142,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Repollo Crespo record $/unidad Primera,500,600,550
143,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Tomate Larga Vida $/kilo Primera,800,1000,900
144,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Tomate Larga Vida $/kilo Segunda,700,700,700
145,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Zanahoria Sin Especificar $/unidad Primera,40,45,"42,5"
146,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Zapallo Camote $/kilo 1a (cosecha),400,450,425
147,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Zapallo Camote $/kilo 2a (cosecha),300,300,300
148,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Zapallo italiano Sin Especificar $/unidad Primera,300,400,350
149,7,Feria libre,Talca,31,29/07/2013,Fruta-Hortaliza,Zapallo italiano Sin Especificar $/unidad Segunda,250,250,250
150,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Ajo Chino $/unidad 1a (guarda),100,150,125
151,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Apio Americano $/unidad Primera,800,800,800
152,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,BrÛcoli Sin Especificar $/unidad Primera,600,700,650
153,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,BrÛcoli Sin Especificar $/unidad Segunda,500,500,500
154,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Cebolla Sin Especificar $/unidad 1a (guarda),230,250,240
155,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Cebolla Sin Especificar $/unidad 2a (guarda),150,200,175
156,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Choclo Americano $/unidad Primera,350,400,375
157,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Choclo Americano $/unidad Segunda,300,330,315
158,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Coliflor Sin Especificar $/unidad Primera,600,700,650
159,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Coliflor Sin Especificar $/unidad Segunda,500,500,500
160,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Kiwi Hayward $/kilo Primera,250,300,275
161,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Kiwi Hayward $/kilo Segunda,200,200,200
162,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Lechuga Conconina $/unidad Primera,700,800,750
163,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Lechuga Conconina $/unidad Segunda,500,500,500
164,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Lechuga Escarola $/unidad Primera,900,1000,950
165,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,LimÛn Sin Especificar $/kilo 1a amarillo,250,300,275
166,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Mandarina Clementina $/kilo Primera,500,600,550
167,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Mandarina Clementina $/kilo Segunda,300,350,325
168,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Manzana Fuji $/kilo Primera,350,400,375
169,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Manzana Granny Smith $/kilo Primera,300,350,325
170,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Manzana Royal Gala $/kilo Primera,300,350,325
171,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Naranja Navel Late $/kilo Primera,300,400,350
172,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Naranja Navel Late $/kilo Segunda,200,250,225
173,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Naranja Thompson $/kilo Primera,300,400,350
174,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Naranja Thompson $/kilo Segunda,200,200,200
175,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Palta Hass $/kilo Segunda,1200,1500,1350
176,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Palta Negra de La Cruz $/kilo Primera,1300,1400,1350
177,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Papa Desire $/kilo Primera,300,350,325
178,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Pera Packam's Triumph $/kilo Primera,500,600,550
179,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Pimiento Cuatro cascos verde $/unidad Primera,400,500,450
180,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Pimiento Cuatro cascos verde $/unidad Segunda,300,300,300
181,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Pl·tano Sin Especificar $/kilo Primera,400,400,400
182,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Repollo Crespo record $/unidad Primera,500,600,550
183,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Tomate Larga Vida $/kilo Primera,800,1000,900
184,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Zanahoria Sin Especificar $/unidad Primera,45,50,"47,5"
185,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Zapallo Camote $/kilo 1a (cosecha),350,400,375
186,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Zapallo italiano Sin Especificar $/unidad Primera,350,400,375
187,7,Feria libre,Talca,32,05/08/2013,Fruta-Hortaliza,Zapallo italiano Sin Especificar $/unidad Segunda,300,330,315
188,7,Feria libre,Talca,34,19/08/2013,Fruta-Hortaliza,Ajo Chino $/unidad 1a (guarda),100,100,100
189,7,Feria libre,CuricÛ,34,19/08/2013,Fruta-Hortaliza,Ajo Chino $/unidad 1a (guarda),100,150,125
190,7,Feria libre,CuricÛ,34,19/08/2013,Fruta-Hortaliza,Apio Americano $/unidad Primera,700,800,750
191,7,Feria libre,Talca,34,19/08/2013,Fruta-Hortaliza,BrÛcoli Sin Especificar $/unidad Primera,500,600,550
192,7,Feria libre,CuricÛ,34,19/08/2013,Fruta-Hortaliza,BrÛcoli Sin Especificar $/unidad Primera,600,600,600
193,7,Feria libre,Talca,34,19/08/2013,Fruta-Hortaliza,BrÛcoli Sin Especificar $/unidad Segunda,350,450,400
194,7,Feria libre,CuricÛ,34,19/08/2013,Fruta-Hortaliza,BrÛcoli Sin Especificar $/unidad Segunda,450,500,475
195,7,Feria libre,Talca,34,19/08/2013,Fruta-Hortaliza,Cebolla Sin Especificar $/unidad 1a (guarda),230,250,240
196,7,Feria libre,CuricÛ,34,19/08/2013,Fruta-Hortaliza,Cebolla Sin Especificar $/unidad 1a (guarda),250,250,250
197,7,Feria libre,Talca,34,19/08/2013,Fruta-Hortaliza,Cebolla Sin Especificar $/unidad 2a (guarda),50,200,125
198,7,Feria libre,CuricÛ,34,19/08/2013,Fruta-Hortaliza,Cebolla Sin Especificar $/unidad 2a (guarda),200,200,200
199,7,Feria libre,Talca,34,19/08/2013,Fruta-Hortaliza,Choclo Americano $/unidad Primera,400,500,450
200,7,Feria libre,Talca,34,19/08/2013,Fruta-Hortaliza,Coliflor Sin Especificar $/unidad Primera,500,600,550
201,7,Feria libre,CuricÛ,34,19/08/2013,Fruta-Hortaliza,Coliflor Sin Especificar $/unidad Primera,600,600,600
202,7,Feria libre,CuricÛ,34,19/08/2013,Fruta-Hortaliza,Coliflor Sin Especificar $/unidad Segunda,450,500,475
203,7,Feria libre,CuricÛ,34,19/08/2013,Fruta-Hortaliza,Kiwi Hayward $/kilo Primera,300,350,325
204,7,Feria libre,Talca,34,19/08/2013,Fruta-Hortaliza,Kiwi Hayward $/kilo Primera,400,500,450
205,7,Feria libre,Talca,34,19/08/2013,Fruta-Hortaliza,Kiwi Hayward $/kilo Segunda,300,350,325
206,7,Feria libre,Talca,34,19/08/2013,Fruta-Hortaliza,Lechuga Conconina $/unidad Primera,700,900,800
207,7,Feria libre,CuricÛ,34,19/08/2013,Fruta-Hortaliza,Lechuga Conconina $/unidad Primera,800,800,800
208,7,Feria libre,Talca,34,19/08/2013,Fruta-Hortaliza,Lechuga Escarola $/unidad Primera,600,800,700
209,7,Feria libre,Talca,34,19/08/2013,Fruta-Hortaliza,LimÛn Sin Especificar $/kilo 1a amarillo,280,300,290
210,7,Feria libre,CuricÛ,34,19/08/2013,Fruta-Hortaliza,LimÛn Sin Especificar $/kilo 1a amarillo,300,350,"316,67"
211,7,Feria libre,Talca,34,19/08/2013,Fruta-Hortaliza,LimÛn Sin Especificar $/kilo 2a amarillo,200,250,225
212,7,Feria libre,Talca,34,19/08/2013,Fruta-Hortaliza,Mandarina Clementina $/kilo Primera,500,600,550
213,7,Feria libre,CuricÛ,34,19/08/2013,Fruta-Hortaliza,Mandarina Clementina $/kilo Primera,500,600,550
214,7,Feria libre,Talca,34,19/08/2013,Fruta-Hortaliza,Mandarina Clementina $/kilo Segunda,250,350,300
215,7,Feria libre,Talca,34,19/08/2013,Fruta-Hortaliza,Manzana Fuji $/kilo Primera,350,400,375
216,7,Feria libre,CuricÛ,34,19/08/2013,Fruta-Hortaliza,Manzana Fuji $/kilo Primera,400,500,450
217,7,Feria libre,Talca,34,19/08/2013,Fruta-Hortaliza,Manzana Granny Smith $/kilo Primera,300,350,325
218,7,Feria libre,CuricÛ,34,19/08/2013,Fruta-Hortaliza,Manzana Granny Smith $/kilo Primera,400,500,450
219,7,Feria libre,Talca,34,19/08/2013,Fruta-Hortaliza,Manzana Royal Gala $/kilo Primera,300,350,325
220,7,Feria libre,Talca,34,19/08/2013,Fruta-Hortaliza,Naranja Fukumoto $/kilo Primera,330,350,340
221,7,Feria libre,Talca,34,19/08/2013,Fruta-Hortaliza,Naranja Fukumoto $/kilo Segunda,200,250,225
222,7,Feria libre,Talca,34,19/08/2013,Fruta-Hortaliza,Naranja Thompson $/kilo Primera,330,350,340
